league,season,mid,date,team,opp,is_home,gf,np_raw,np_comp,pen,ns,red_xg,comp_np_scaled,sf,xg_model,ns_eff,xgps,sf_wf,md_wf
Bundesliga,2122,3624348,2021-08-14,9810,9789,0,2,1.405230232,0.9422128640000001,0,10,0.0,1.6951982085461212,1.620459169663954,1.6951982085461212,10.0,0.16951982085461212,1.7991669115505953,0.1111111111111111
Bundesliga,2122,3624348,2021-08-14,9789,9810,1,5,2.724838583,1.4662075096,0,13,0.0,2.6379520367393217,1.620459169663954,2.6379520367393217,13.0,0.20291938744148627,1.7991669115505953,0.1111111111111111
Bundesliga,2122,3624341,2021-08-15,8177,8722,0,1,1.8873224230000003,0.86508677185,0,10,0.0,1.3575978853840758,1.620459169663954,1.3575978853840758,10.0,0.1357597885384076,1.5693198989516783,0.7777777777777778
Bundesliga,2122,3624341,2021-08-15,8722,8177,1,3,1.609839278,1.11196633465,0,14,0.0,1.745030895930606,1.620459169663954,1.745030895930606,14.0,0.12464506399504328,1.5693198989516783,0.7777777777777778
Bundesliga,2122,3624344,2021-08-15,178475,9905,0,0,1.117555192,0.86281089285,0,13,0.0,1.3540263031817694,1.620459169663954,1.3540263031817694,13.0,0.10415586947552072,1.5693198989516783,0.7777777777777778
Bundesliga,2122,3624344,2021-08-15,9905,178475,1,1,1.238765977,0.5516205541,0,8,0.0,0.8656691122198809,1.620459169663954,0.8656691122198809,8.0,0.1082086390274851,1.5693198989516783,0.7777777777777778
Bundesliga,2122,3624356,2021-08-20,10269,178475,0,0,1.083709392,0.59428699015,0,11,0.0,0.9499531489764362,1.620459169663954,0.9499531489764362,11.0,0.08635937717967603,1.5984754247045942,1.0
Bundesliga,2122,3624356,2021-08-20,178475,10269,1,4,3.263055047,1.88934309905,1,27,0.0,3.020068512666643,1.620459169663954,3.270068512666643,28.0,0.11678816116666582,1.5984754247045942,1.0
Bundesliga,2122,3624349,2021-08-21,9912,8357,0,1,0.787372144,0.6296874497999999,0,9,0.0,1.0179993446560274,1.620459169663954,1.0179993446560274,9.0,0.11311103829511415,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624349,2021-08-21,8357,9912,1,1,1.7828856800000001,1.19800068205,1,19,0.0,1.9367765859264452,1.620459169663954,2.186776585926445,20.0,0.10933882929632226,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624350,2021-08-21,9905,9911,0,0,0.9176687629999999,0.7518053460499999,0,15,0.0,1.2154241756460014,1.620459169663954,1.2154241756460014,15.0,0.08102827837640009,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624350,2021-08-21,9911,9905,1,2,0.824178181,0.6915906138,0,8,0.0,1.1180765820285525,1.620459169663954,1.1180765820285525,8.0,0.13975957275356907,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624351,2021-08-21,8721,8177,0,2,0.9944264289999999,0.8024431017499999,0,12,0.0,1.2972889200264475,1.620459169663954,1.2972889200264475,12.0,0.10810741000220396,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624351,2021-08-21,8177,8721,1,1,0.369504883,0.369504883,1,12,0.0,0.5973689468651089,1.620459169663954,0.8473689468651089,13.0,0.06518222668193145,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624353,2021-08-21,9789,8358,0,1,1.6491543169999998,1.345745426,0,18,0.0,2.175631675963961,1.620459169663954,2.175631675963961,18.0,0.12086842644244228,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624353,2021-08-21,8358,9789,1,2,1.29427936,0.5436424053000001,0,7,0.0,0.8788925561378189,1.620459169663954,0.8788925561378189,7.0,0.12555607944825983,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624354,2021-08-21,9788,8178,0,0,0.905237396,0.7159253225,1,10,0.0,1.1574178735166767,1.620459169663954,1.4074178735166767,11.0,0.12794707941060698,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624354,2021-08-21,8178,9788,1,4,2.232212505,0.9115582054500001,0,12,0.0,1.4736924740340038,1.620459169663954,1.4736924740340038,12.0,0.12280770616950032,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624355,2021-08-21,8406,9810,0,0,0.281376642,0.281376642,0,4,0.0,0.45489430867407715,1.620459169663954,0.45489430867407715,4.0,0.11372357716851929,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624355,2021-08-21,9810,8406,1,0,1.6106442809999997,1.3402681458499996,0,21,0.0,2.1667766994117543,1.620459169663954,2.1667766994117543,21.0,0.10317984282913116,1.6166740261051133,1.1111111111111112
Bundesliga,2122,3624352,2021-08-22,8149,8226,0,2,1.863807083,1.0330875793,0,12,0.0,1.6073515581625506,1.620459169663954,1.6073515581625506,12.0,0.13394596318021254,1.555871535355851,1.7777777777777777
Bundesliga,2122,3624352,2021-08-22,8226,8149,1,2,1.028049926,0.53566677355,0,7,0.0,0.8334286854023535,1.620459169663954,0.8334286854023535,7.0,0.11906124077176479,1.555871535355851,1.7777777777777777
