pid,season,name,min,value,box,pm,pir40
PLUO,E2021,"LAZIC, BRANKO",405.68,-4.874503539790691,-4.8656683241015255,-0.008835215689165898,7.769495859353946
PTFK,E2021,"DIOT, ANTOINE",209.9,-5.041038658753498,-4.580475948119814,-0.4605627106336845,11.645300632972262
PTGB,E2021,"LLULL, SERGIO",711.45,-6.571578661072443,-6.851858736168164,0.28028007509572106,13.517627292079737
P000556,E2022,"CLAVER, VICTOR",531.31,1.9260285032868731,1.5178419408564854,0.40818656243038776,12.68612673038302
P000796,E2022,"MIROTIC, NIKOLA",724.06,3.0298548511406094,3.0429311138165582,-0.013076262675949024,25.154574504475526
P000848,E2022,"NEDOVIC, NEMANJA",565.51,-8.199491539903576,-8.929603762654175,0.7301122227505985,20.809422347009217
P000925,E2022,"VESELY, JAN",761.56,3.143568412132958,4.102702287470897,-0.9591338753379386,22.48117213677295
P000956,E2022,"ANDJUSIC, DANILO",340.61,-3.854863345528015,-3.2642696394172326,-0.5905937061107824,15.90721650928963
P001133,E2022,"SHENGELIA, TORNIKE",520.25,-1.7194247498659325,-0.41921814043575767,-1.300206609430175,19.87727314173011
P001255,E2022,"PAPANIKOLAOU, KOSTAS",962.6999999999999,2.4104067365102226,1.1309184322987142,1.2794883042115086,16.381743357634427
P001261,E2022,"LACOMBE, PAUL",29.18,-3.122460944870365,-2.813320457087213,-0.309140487783152,13.383485571745652
P001288,E2022,"LUCIC, VLADIMIR",414.31,-3.131112803596311,-1.9142305058144116,-1.2168822977818996,14.716569123987682
P001392,E2022,"CAUSEUR, FABIEN",367.19,-2.2419728572288493,-3.802557313798502,1.5605844565696525,11.320616165067968
P001413,E2022,"BJELICA, NEMANJA",59.489999999999995,-0.6793800187782902,-0.6460811396221093,-0.03329887915618093,16.357631614258597
P001518,E2022,"RICCI, GIAMPAOLO",300.15,4.278953342890272,3.6923530439059156,0.5866002989843566,11.917727517576168
P001557,E2022,"GIFFEY, NIELS",503.98,1.7957985610445424,1.4431247259039208,0.35267383514062156,14.386037064402966
P001833,E2022,"MOERMAN, ADRIEN",233.56,-4.206035654389721,-5.764232081788905,1.5581964273991837,9.260338967976088
P001844,E2022,"HACKETT, DANIEL",701.95,-3.1899077326740577,-2.121307593139567,-1.0686001395344906,14.974597750680342
P001926,E2022,"SLOUKAS, KOSTAS",822.26,-3.7277523986824765,-2.0047312778788737,-1.7230211208036028,24.81824937236582
P001932,E2022,"CALATHES, NICK",1000.94,1.014921114191583,0.14102490079852875,0.8738962133930542,15.776408038728816
P002084,E2022,"POLONARA, ACHILLE",532.23,5.547185114170861,4.64618422933418,0.9010008848366807,17.41277488597204
P002100,E2022,"DE COLO, NANDO",688.0,-1.2582486546749763,-1.8627194048933062,0.60447075021833,25.03664805350013
P002328,E2022,"GRIGONIS, MARIUS",483.48,-2.4321839521362407,-0.9618337082159149,-1.470350243920326,17.085210574755095
P002329,E2022,"ULANOVAS, EDGARAS",1042.48,-2.729549358715576,-3.654443746331036,0.9248943876154605,16.708282566135164
P002553,E2022,"MITROVIC, LUKA",586.11,5.782986269555275,4.652702138941192,1.1302841306140832,20.94252913695778
P002580,E2022,"MICIC, VASILIJE",969.89,-1.6619309698179974,-2.2889349654957836,0.6270039956777862,21.80493197072419
P002581,E2022,"JAITEH, MAM",614.33,4.722622202254859,4.088673315662082,0.6339488865927774,20.227176047706386
P002661,E2022,"PREPELIC, KLEMEN",500.3,-6.405155625957837,-6.953888797678205,0.5487331717203681,15.207194179840254
P002676,E2022,"BUTKEVICIUS, ARNAS",834.22,1.0654668317946467,0.3294367695146213,0.7360300622800253,13.582323934574408
P002742,E2022,"DUBLJEVIC, BOJAN",624.49,2.607651162545947,1.8401538353739788,0.7674973271719681,21.213375845295452
P002812,E2022,"HINES, KYLE",639.45,2.1593802906138686,3.2246310797906528,-1.0652507891767844,16.51075619197796
P002849,E2022,"MELLI, NICOLO",809.57,2.8551710521559066,3.5104552505054234,-0.6552841983495168,17.82037519504612
P002925,E2022,"TUNCER, BUGRAHAN",63.949999999999996,-4.51130169206941,-2.95903921742557,-1.55226247464384,13.228903117768242
P002939,E2022,"SATORANSKY, TOMAS",880.14,4.357488029641684,3.3331268893056363,1.0243611403360475,20.291875309810948
P002968,E2022,"SANLI, SERTAC",617.9,-1.3074840840793918,-1.7951052021509473,0.48762111807155545,12.66036866716549
P002969,E2022,"MAHMUTOGLU, MELIH",198.43,-1.3557587925175814,-0.4931532427556043,-0.8626055497619771,15.041646838984363
P003048,E2022,"DUNSTON, BRYANT",394.33,3.553556070096708,4.489772638638352,-0.9362165685416444,19.43818636570328
P003091,E2022,"BIRSEN, METECAN",215.51,-1.8170244143500414,-0.7931228697269429,-1.0239015446230986,10.677565421565413
P003108,E2022,"HEZONJA, MARIO",800.64,0.5421484962987562,1.586828309222077,-1.0446798129233208,17.81941582225762
P003120,E2022,"GUDAITIS, ARTURAS",503.05,4.856963273872137,5.9674648787436375,-1.1105016048715006,20.04622944392356
P003198,E2022,"DIEZ, DANIEL",230.07,3.913869646387522,5.464231153319188,-1.550361506931666,14.811641973393836
P003204,E2022,"PAULI, ORIOL",47.56,-1.0157329549029037,-0.7039457715318186,-0.311787183371085,12.800749973963834
P003210,E2022,"LEKAVICIUS, LUKAS",508.33,-4.652383209760567,-5.976472948842726,1.3240897390821598,15.927011106074179
P003211,E2022,"DIMSA, TOMAS",569.8,-5.061518793491827,-6.4495963332915895,1.3880775397997624,9.269750173422072
P003240,E2022,"BOCHORIDIS, ELEFTHERIOS",206.29,-2.8005607183526187,-1.984042052231325,-0.8165186661212939,10.8683883448957
P003332,E2022,"IVANOVIC, NIKOLA",302.43,-4.377495429695249,-2.4374434513880434,-1.9400519783072052,15.627261054489237
P003469,E2022,"VEZENKOV, SASHA",1169.73,6.459873719361075,7.830956882280892,-1.3710831629198175,28.422482469625905
P003478,E2022,"ABRINES, ALEX",615.16,3.6610591995618753,2.872602397956064,0.788456801605811,14.890204522286066
P003479,E2022,"KUZMIC, OGNJEN",194.57999999999998,6.495629010768578,6.050804340242433,0.44482467052614527,19.31182926932617
P003521,E2022,"BALBAY, DOGUS",23.18,1.3473825244791444,1.9096290510873375,-0.5622465266081931,17.282664930655166
P003526,E2022,"LIGHTY, DAVID",638.89,-2.687621731250009,-3.140211233784337,0.45258950253432806,13.599965713648992
P003527,E2022,"ABASS, AWUDU",117.12,0.10915352483470242,-0.00967337081669195,0.11882689565139437,15.33197617058817
P003733,E2022,"ABALDE, ALBERTO",345.04,-0.41755455230283367,-1.5226603368221976,1.105105784519364,10.17634070231463
P003842,E2022,"LESSORT, MATHIAS",1146.55,6.182930861812081,6.206237404716097,-0.02330654290401596,24.715317208421727
P003958,E2022,"THIEMANN, JOHANNES",498.07,-0.6897904337146947,0.276683040393036,-0.9664734741077307,22.68777679227867
P003983,E2022,"AVRAMOVIC, ALEKSA",322.46000000000004,2.569846944001138,-0.6325980102031965,3.202444954204334,15.833164479851591
P004004,E2022,"GUDURIC, MARKO",906.79,0.8044508961363781,1.8354650374341404,-1.0310141412977623,21.026111369956098
P004007,E2022,"DOBRIC, OGNJEN",734.72,-2.863996486774518,-4.473881509843318,1.6098850230688004,14.147113602355404
P004056,E2022,"AKPINAR, ISMET",31.75,1.2025364043814228,1.3478915880677997,-0.1453551836863769,15.247655910118432
P004058,E2022,"JARAMAZ, OGNJEN",390.42,-4.548454123388189,-5.227879522470813,0.6794253990826239,13.720644888377521
P004119,E2022,"TYUS, ALEX",445.74,3.8100947142966817,4.127662107580674,-0.3175673932839923,17.973538069700044
P004172,E2022,"PONITKA, MATEUSZ",679.59,2.122994584306162,2.3227074276257333,-0.19971284331957162,20.175834305414515
P004194,E2022,"LAUVERGNE, JOFFREY",54.77,0.81532671756839,1.0648235512272728,-0.2494968336588828,19.440968315294327
P004197,E2022,"OUATTARA, YAKUBA",391.35,-1.7459683224166052,-1.819567175685678,0.07359885326907278,10.275523895712023
P004233,E2022,"MENCO, RAFI",119.83,-0.4213649417471355,-0.8164094023092934,0.39504446056215786,10.775957176718844
P004264,E2022,"BOST, DEE",389.52,-6.607108387680673,-5.345455595551702,-1.2616527921289709,13.66415808579446
P004267,E2022,"HOLLAND, JOHN",207.17000000000002,-1.363452602739883,-1.6005279900373475,0.23707538729746452,13.702115005235223
P004429,E2022,"AGRAVANIS, DIMITRIS",34.66,-1.790575902473538,-1.36159181657243,-0.428984085901108,11.056577054493564
P004508,E2022,"OBST, ANDREAS",500.18,-4.905028230272301,-2.437348630477055,-2.4676795997952463,14.41047463453981
P004554,E2022,"ZIZIC, ANTE",486.08,4.944804359202339,7.1359027882978285,-2.191098429095489,24.107423331555594
P004571,E2022,"SISKO, ZAN MARK",10.93,-0.061510346023209816,0.18171609306797143,-0.24322643909118125,16.306487570162293
P004603,E2022,"KOTSAR, MAIK",694.15,7.130775911770962,8.016197556376033,-0.8854216446050716,24.993865977659265
P004655,E2022,"BAKO, ISMAEL",527.91,1.4783031782504978,2.310478154333291,-0.832174976082793,17.59627759735966
P004720,E2022,"LAZAREVIC, STEFAN",537.18,-0.9523697803230087,-0.07258853852109381,-0.8797812418019149,7.484350836746452
P004761,E2022,"MARINKOVIC, VANJA",675.33,-2.0591309648469878,-1.890474602287817,-0.16865636255917094,13.476685625679519
P004790,E2022,"CORNELIE, PETR",480.21999999999997,5.8695557625060735,5.188736806934547,0.6808189555715264,18.215295346865158
P004862,E2022,"SEELEY, DENNIS",155.56,-8.072402851994775,-7.082688184892199,-0.989714667102576,13.808415503827296
P004866,E2022,"KALINIC, NIKOLA",855.99,-0.6166686871133047,-0.24486328979923655,-0.3718053973140682,14.10985331034645
P004887,E2022,"POIRIER, VINCENT",468.7,5.069706461957544,5.467786757778224,-0.3980802958206806,21.538383446734834
P004888,E2022,"CLYBURN, WILL",1125.99,-0.7260610648142931,1.0510085028423917,-1.7770695676566848,22.062886863806476
P005056,E2022,"ZIPSER, PAUL",189.93,-1.4320774050304061,-0.7925420724282292,-0.6395353326021769,11.205734715821418
P005059,E2022,"ALVITI, DAVIDE",49.06,0.8048679615464422,1.012830638371312,-0.2079626768248697,16.16046334468069
P005094,E2022,"THOMAS, DESHAUN",215.82999999999998,-3.4915132146417256,-3.536773443090894,0.045260228449168216,14.339608859697002
P005099,E2022,"HANGA, ADAM",361.17,0.35028417765305564,-0.47103497502424074,0.8213191526772964,13.376582748570165
P005145,E2022,"COHEN, JAKE",329.28,2.700617248107794,-0.4825977195760174,3.1832149676838117,11.761271585347801
P005160,E2022,"HUNTER, OTHELLO",429.87,4.571765086193636,4.260489632937995,0.31127545325564165,20.24813381802726
P005161,E2022,"PAPAPETROU, IOANNIS",783.2,-3.834444451546643,-3.362418551569966,-0.47202589997667727,10.653168779617417
P005348,E2022,"ARNA, EGEHAN",20.47,-3.725843222742956,-3.9187482291393434,0.19290500639638736,12.35891646184198
P005356,E2022,"LOPEZ-AROSTEGUI, XABI",581.6899999999999,-0.791039256905847,-1.7706195367835487,0.9795802798777017,16.325424556848574
P005460,E2022,"HARRIS, ELIAS",211.4,-0.8138823349023734,-2.095455002728902,1.2815726678265285,15.442770283102455
P005478,E2022,"WIMBERG, NIKLAS",234.35,-6.325361926938515,-5.583779160926047,-0.7415827660124676,7.563567118762085
P005504,E2022,"BIRUTIS, LAURYNAS",485.59000000000003,4.516686333311041,3.640490472330845,0.8761958609801965,20.78054383810875
P005757,E2022,"RANDOLPH, ANTHONY",48.67,4.810150781568092,4.741489966623291,0.06866081494480136,17.548117751786528
P005775,E2022,"BARON, BILLY",753.32,0.09685368991397292,-1.1689121081776417,1.2657657980916146,17.635680244407844
P005789,E2022,"KURIC, KYLE",299.15,-3.144299309885435,-1.3585781636213454,-1.7857211462640896,14.653335002275094
P005791,E2022,"TAVARES, WALTER",1000.16,6.725855074326793,5.891609414496911,0.8342456598298816,27.676773074969194
P005844,E2022,"PAPAGIANNIS, GEORGIOS",783.1,3.2051963898716944,2.980030681636397,0.2251657082352976,19.033947079784966
P005928,E2022,"CAMPAZZO, FACUNDO",257.08,1.8526632941631782,-0.3296186034342676,2.182281897597446,23.66102460557327
P005985,E2022,"JAMES, MIKE",1153.43,-5.340615939021642,-4.265915222373004,-1.0747007166486384,21.19693853359031
P006068,E2022,"NOUA, AMINE",592.33,-3.029178559078524,-3.8465782153290498,0.8173996562505258,11.048024303667477
P006158,E2022,"LUKOSIUNAS, KAROLIS",150.25,-3.425704908984034,-3.5996121906449803,0.1739072816609462,8.50700765697544
P006251,E2022,"SCHNEIDER, TIM",239.07,2.022684212064572,2.685172714291809,-0.6624885022272371,14.300523980765341
P006302,E2022,"LOUNTZIS, MICHALIS",134.5,2.908449704390107,0.3596063721607452,2.548843332229362,15.901401561441805
P006433,E2022,"PANGOS, KEVIN",401.27,-6.4984353795778755,-6.056504742554546,-0.4419306370233298,13.264066603144222
P006435,E2022,"LAPROVITTOLA, NICOLAS",924.9399999999999,-1.9336276723402377,-0.848216378752974,-1.0854112935872637,18.546333118190432
P006436,E2022,"GIEDRAITIS, ROKAS",905.12,2.1044512253462995,3.344932990313625,-1.2404817649673254,20.026343785973918
P006450,E2022,"HIGGINS, CORY",634.36,-2.757143503625582,-3.419238774646615,0.6620952710210332,17.55117199487731
P006477,E2022,"RUBIT, AUGUSTINE",464.65,3.5748527824921394,1.9489995347258078,1.6258532477663317,22.613793794665902
P006509,E2022,"TONUT, STEFANO",364.28000000000003,1.662113766276057,1.1515806323736226,0.5105331339024344,15.354696877225173
P006540,E2022,"MUSA, DZANAN",975.83,0.4985666660738446,1.2674696101067144,-0.7689029440328699,25.774405497297998
P006555,E2022,"WOLTERS, NATE",486.74,-0.9842381885233474,-1.1718939154476662,0.18765572692431878,15.081430729382868
P006568,E2022,"FALL, YOUSSOUPHA",677.94,8.744149894128505,8.440043869083064,0.30410602504544004,24.02354765940574
P006586,E2022,"KALAITZAKIS, GEORGIOS",256.13,-0.45564132566773397,-1.1756584927246434,0.7200171670569094,9.122732334142318
P006589,E2022,"SIKMA, LUKE",741.65,3.9052411004325207,3.9296043800470137,-0.024363279614492986,22.252573713726733
P006590,E2022,"BEAUBOIS, RODRIGUE",757.78,3.2748042535548834,1.251053345709543,2.0237509078453404,17.730512096526038
P006592,E2022,"WEEMS, KYLE",527.73,0.10590955879747399,0.8827685698895946,-0.7768590110921206,13.204528485428613
P006614,E2022,"SINGLETON, CHRIS",196.35,-1.3939905099774024,-0.18932921068410893,-1.2046612992932935,11.637856136858794
P006625,E2022,"ZOOSMAN, YOVEL",583.94,-1.0896139705902337,-1.1050702654834106,0.015456294893176903,13.873846632976727
P006643,E2022,"PUERTO, JOSEP",530.4,0.9503089439926207,0.6217846477277348,0.3285242962648859,12.57753595520004
P006661,E2022,"WILBEKIN, SCOTTIE",591.65,-2.3314504434094134,-3.530094659588919,1.198644216179506,17.131321717860338
P006707,E2022,"BALDASSO, TOMMASO",30.2,-1.7226054324365894,-1.4101238268903156,-0.31248160554627374,13.585857650983899
P006739,E2022,"PAJOLA, ALESSANDRO",483.83,2.1296122311525725,1.393728607231714,0.7358836239208583,12.690130116914348
P006754,E2022,"HENRY, PIERRIA",311.31,-0.8094977956561996,-0.4551292304456772,-0.3543685652105224,21.90289238325862
P006760,E2022,"BONGA, ISAAC",609.0600000000001,-0.9574868146500612,-0.3746095695114618,-0.5828772451385994,13.946462451919588
P006768,E2022,"MARTINEZ, SERGI",27.38,-4.170035436208299,-4.531236435861789,0.3612009996534902,12.630543775774088
P006832,E2022,"PONS, YVES",431.15000000000003,-2.058235308862406,-1.3091609628755647,-0.7490743459868415,10.333952115519349
P006919,E2022,"OLINDE, LOUIS",602.52,2.047922263514223,2.0881388150337608,-0.040216551519537735,17.77725711176636
P006961,E2022,"BIBEROVIC, TARIK",122.28,-3.8444197509158493,-1.6941957436902846,-2.1502240072255647,10.477229917932803
P007025,E2022,"MATTISSECK, JONAS",199.23,-1.2801271155004579,-1.9600860063059908,0.6799588908055331,9.654375116659772
P007032,E2022,"LO, MAODO",570.59,-4.7417229585583165,-5.327681470181192,0.5859585116228752,19.041260183059844
P007056,E2022,"BOOKER, DEVIN",654.43,-1.2482482701612119,-1.2154972311384524,-0.03275103902275944,13.213788775841502
P007109,E2022,"SMITS, ROLANDS",864.94,1.6993681100777835,1.0810561327236408,0.6183119773541429,16.176009561380088
P007122,E2022,"GEYIK, SAMET",11.18,-0.12802664752310966,0.24913240062769976,-0.3771590481508094,16.629597644883102
P007200,E2022,"LARKIN, SHANE",487.32,-2.170958674699191,-1.6671667723327581,-0.5037919023664328,19.289107583869274
P007201,E2022,"VOIGTMANN, JOHANNES",471.26,3.368836953840372,2.3724009245521467,0.9964360292882254,16.680458401004977
P007230,E2022,"SEDEKERSKIS, TADAS",429.28,4.252909735725929,6.414656468099491,-2.161746732373562,20.11955612560101
P007265,E2022,"KURUCS, ARTURS",164.29,-5.49632213131976,-4.382113666492808,-1.1142084648269517,6.995643672322462
P007400,E2022,"NUNNALLY, JAMES",827.0,-2.2862936338440405,-1.9760658584543256,-0.310227775389715,15.888758000170553
P007513,E2022,"GIEDRAITIS, DOVYDAS",144.88,-6.311259841056163,-5.570519890305654,-0.7407399507505086,9.020249371766184
P007519,E2022,"JOKUBAITIS, ROKAS",576.43,0.7540074805463359,-0.4160395327890987,1.1700470133354346,17.871588584418348
P007673,E2022,"TRIFUNOVIC, UROS",304.4,-0.014686388212797219,-0.9159188296579496,0.9012324414451524,10.110975930163463
P007831,E2022,"SHIELDS, SHAVON",219.05,-1.4878053471136807,-1.768448594625771,0.28064324751209024,15.950097684244174
P007853,E2022,"MCKISSIC, SHAQUIELLE",724.68,-0.7237733744811242,-0.789927169329176,0.06615379484805173,19.703252978316563
P007870,E2022,"DAVIES, BRANDON",607.03,1.3273167962071686,2.1057455473061553,-0.7784287510989867,23.83050035522977
P007947,E2022,"VILDOZA, LUCA",702.99,-1.5902654522614177,-3.6981536965452255,2.107888244283808,19.836957703281612
P007982,E2022,"WILLIAMS-GOSS, NIGEL",410.47,0.6593452986140631,-0.3000937780353315,0.9594390766493945,16.78625319050699
P007990,E2022,"DIBARTOLOMEO, JOHN",658.47,2.3239062982801677,1.911625409375758,0.4122808889044097,15.516604039919972
P007993,E2022,"M'BAYE, AMATH",708.75,-1.306882150191567,1.1424425554563284,-2.4493247056478955,13.908968984430421
P008084,E2022,"MANTZOUKAS, ELEFTHERIOS",265.02,-2.365692097833719,-1.2755669128903397,-1.0901251849433793,8.462217593989655
P008099,E2022,"STRAZEL, MATTHEW",203.7,-6.076406209046203,-6.439586172117909,0.36317996307170586,8.98544177200561
P008108,E2022,"CAMARA, GORA",3.55,-0.5461434692963826,-0.4285502130804579,-0.11759325621592473,16.696075964829586
P008211,E2022,"DELOW, MALTE",357.92,-2.3857847293071908,-0.7745451420218521,-1.6112395872853384,10.501569414216682
P008253,E2022,"GEORGE, JASON",1.03,-0.16897893165122474,-0.1485612889108494,-0.020417642740375316,17.1125276270227
P008282,E2022,"ILYASOGLU, OMERCAN",7.65,-2.10008474982856,-2.3567317066230418,0.256646956794482,15.688608138951261
P008296,E2022,"MENALO, LEO",1.2,-0.18014598094355708,-0.1678880386544813,-0.012257942289075785,17.083781286147264
P008384,E2022,"PROCIDA, GABRIELE",393.36,-6.648872763560061,-6.772088032469572,0.12321526890951051,12.260577805574233
P008780,E2022,"HERMANNSSON, MARTIN",27.5,-2.5766184595658324,-2.492208350626228,-0.0844101089396046,16.069636597318457
P008811,E2022,"FALL, MOUSTAPHA",881.68,5.804954057966679,5.69567774163266,0.10927631633401846,21.726915762935075
P008829,E2022,"PETERS, ALEC",489.53000000000003,3.2354193563906026,0.9834525991405904,2.2519667572500124,14.195848669547104
P008847,E2022,"MICKEY, JORDAN",704.56,-4.71976487610511,-2.5659689817502955,-2.153795894354814,15.224319710348642
P008850,E2022,"RAIESTE, SANDER",132.62,-1.80277576903717,-1.7168461968137585,-0.08592957222341141,8.979789640435488
P008855,E2022,"WALKUP, THOMAS",1028.92,1.0325495262612852,1.2321028561615086,-0.19955332990022345,18.255393354850746
P008962,E2022,"HAYES-DAVIS, NIGEL",1188.18,3.4925678534348146,2.7129452495963813,0.7796226038384334,17.582076003476303
P008966,E2022,"TOBEY, MIKE",432.05,5.4123317230448995,4.016815618036338,1.3955161050085618,17.30829558529857
P008967,E2022,"THOMAS, MATT",183.7,-0.8642438348847725,-1.1574854685617086,0.2932416336769361,15.540636821142417
P008987,E2022,"LEDAY, ZACH",1205.8,0.6609968378189701,1.1371939891780178,-0.4761971513590477,18.141276356377777
P008989,E2022,"HILLIARD, DARRUN",431.22,1.4952073046723857,0.10811271650215304,1.3870945881702328,13.193928440491893
P008991,E2022,"BLACK, TARIK",362.68,2.5259754058747914,3.129468813374879,-0.6034934075000875,18.433644562458078
P009005,E2022,"DECK, GABRIEL",806.69,1.7261069857206621,4.239910247354487,-2.513803261633825,23.4356601111274
P009006,E2022,"WILLIAMS, DERRICK",997.22,-1.9529658647073262,-1.3010216203301928,-0.6519442443771335,16.559011562091563
P009035,E2022,"BOLOMBOY, JOEL",395.72,6.496652858978801,4.222716506227954,2.273936352750847,18.657465234725457
P009101,E2022,"FERRANDO, GUILLEM",69.41,-3.7895907763006047,-4.244158274444595,0.45456749814399006,10.441406446833737
P009105,E2022,"JIMENEZ, MILLAN",1.75,-1.1425450600430398,-1.169376776556973,0.026831716513933176,16.59831612931797
P009212,E2022,"VUKCEVIC, TRISTAN",86.23,-1.3560709504249058,-1.0120681306858277,-0.34400281973907804,9.498355077904222
P009213,E2022,"NDIAYE, ELI",84.78,-0.05547531129179861,-0.6287719215299404,0.5732966102381418,14.118836812198852
P009540,E2022,"MARTIN, HASSAN",327.1,3.554183336722836,3.068379649203017,0.48580368751981917,16.22308280533389
P009549,E2022,"CORDINIER, ISAIA",342.48,-0.48456144528669376,-2.1923102261013803,1.7077487808146865,14.755194960581504
P009601,E2022,"CAVANAUGH, TYLER",282.36,-2.304384893573437,-1.570989190830779,-0.7333957027426578,13.309129266027051
P009622,E2022,"BROWN, LORENZO",1105.94,-3.1494525386318455,-4.496112273936784,1.346659735304938,20.141034102988623
P009733,E2022,"JEKIRI, TONYE",404.49,7.640859638166091,6.612907898708929,1.0279517394571625,19.681021756938897
P009754,E2022,"LOYD, JORDAN",861.46,3.5010662765753797,0.5657249900873232,2.9353412864880566,20.727725195180355
P009783,E2022,"COLSON, BONZIE",1017.22,3.404548889565979,4.875652381062824,-1.4711034914968448,19.878697719480588
P009818,E2022,"BENTIL, BENJAMIN",606.83,-0.6601935527305997,-0.10668294146994825,-0.5535106112606514,16.480453102101073
P009846,E2022,"BRYANT, ELIJAH",771.4,0.7981124508025659,2.0061970627752634,-1.2080846119726976,17.40748068184313
P009849,E2022,"DORSEY, TYLER",278.63,-5.220349689330306,-5.135132693174839,-0.08521699615546702,12.91202140918074
P009862,E2022,"PUNTER, KEVIN",1032.01,0.8662622175486199,0.3749490086172598,0.4913132089313601,21.10306328226615
P009863,E2022,"BALDWIN IV, WADE",953.92,-1.3720527482718436,-1.3968441042133843,0.02479135594154061,24.29869313245607
P009866,E2022,"WALDEN, COREY",560.87,-3.4202523762756103,-2.6665531885050813,-0.753699187770529,18.473948985667533
P009917,E2022,"HOLLINS, AUSTIN",184.41,-5.100218664627034,-5.2303484390177575,0.13012977439072315,8.61038172412399
P009960,E2022,"POYTHRESS, ALEX",357.31,-3.0238702097973698,-1.8295508898440764,-1.1943193199532933,14.101766123981772
P010057,E2022,"TSAMIS, PANAGIOTIS",1.3,0.2942417410676248,0.21938166743257126,0.07486007363505352,17.85665020886578
P010185,E2022,"KRIVAS, MOTIEJUS",2.2199999999999998,-0.17654237101162018,-0.2824985763143735,0.10595620530275328,16.913311153963054
P010190,E2022,"LELEVICIUS, LIUTAURAS",1.45,-0.7520312514424593,-0.6633461657958166,-0.0886850856466427,16.6473993707058
P010307,E2022,"JOVANOVIC, DORDIJE",1.38,-0.24844850757640408,-0.18828100830784175,-0.06016749926856231,17.05344906449106
P010357,E2022,"YABUSELE, GUERSCHON",689.7,1.70970390083066,2.608975098626536,-0.8992711977958758,18.904493688942765
P010385,E2022,"LAMMERS, BEN",483.26,0.5678945091913921,0.27790200958687705,0.28999249960451506,16.33727439933838
P010390,E2022,"HAYES, KEVARRIUS",652.9,2.7559241991161576,2.2112979075331447,0.5446262915830129,17.54400141606867
P010391,E2022,"WEILER-BABB, NICK",789.26,-1.021239706428442,-2.580385593342807,1.559145886914365,12.334838704268833
P010392,E2022,"LARENTZAKIS, GIANNOULIS",590.72,-1.048244053795831,-1.9918232612322333,0.9435792074364022,13.969305458301633
P010393,E2022,"PRADILLA, JAIME",400.82,-1.5266653449200256,-1.6461650675170487,0.11949972259702318,12.237687524775575
P010444,E2022,"COSTELLO, MATTHEW",681.74,3.5209017118721966,3.7787640329336125,-0.2578623210614159,20.836695917003226
P010458,E2022,"BRODZIANSKY, VLADIMIR",49.879999999999995,0.03002377325196942,0.40341288249698287,-0.37338910924501345,12.335726355471735
P010516,E2022,"GAZI, ERTEN",51.69,-2.41702049888095,-2.0059326032406024,-0.41108789564034753,11.661142238500252
P010560,E2022,"PIERRE, DYSHAWN",661.04,2.1247824350933318,0.2914722513749659,1.8333101837183658,16.46283857111072
P010568,E2022,"JONES, CHRIS",641.6,-0.033983391310147826,-0.9134705590169137,0.8794871677067658,24.715316432252024
P010588,E2022,"BROWN, JOHN",918.75,-1.0169921946502947,-0.7497250662322332,-0.26726712841806144,12.141230592547831
P010612,E2022,"CANAAN, ISAIAH",628.08,-2.377922434853218,-5.565985244884543,3.188062810031325,9.571583708051456
P010641,E2022,"NNAJI, JAMES",122.85,-0.40728741842510086,-0.32781495912115793,-0.0794724593039429,17.091670029877065
P010677,E2022,"EVANS, SHANNON",154.18,-3.863577840893826,-3.341465385104701,-0.5221124557891252,17.817604320395404
P010718,E2022,"RISACHER, ZACCHARIE",236.69,-0.7547097035361041,-1.3523146951313496,0.5976049915952455,10.481091407995793
P010750,E2022,"DE LARREA, SERGIO",2.17,-0.7296143243402398,-0.7407957811651957,0.01118145682495599,16.53008384220518
P010781,E2022,"LUNDBERG, IFFE",598.13,-3.009514071953721,-3.5410199308866797,0.5315058589329587,16.34205472642359
P010791,E2022,"KOUMADJE, CHRIST",410.64,6.742643433826226,6.626287243235776,0.11635619059044938,22.263979841293484
P010798,E2022,"AVDALAS, NEOKLIS",1.62,-0.04245395487366109,-0.03073219439938804,-0.011721760474273049,16.619549952352916
P010824,E2022,"KUBLICKAS, KAJUS",0.17,0.3244610057578118,0.32481387388414346,-0.00035286812633169076,16.460803295977872
P010985,E2022,"TOPIC, NIKOLA",8.1,-0.9735779937513883,-0.8814112611686478,-0.09216673258274054,15.993327161499568
P011050,E2022,"KOPRIVICA, BALSA",27.59,0.3567131860016436,-0.1610152440095639,0.5177284300112075,14.804284553320034
P011051,E2022,"SMAILAGIC, ALEN",322.1,7.138841231015944,5.313955946740634,1.8248852842753103,18.405303639322682
P011052,E2022,"MADAR, YAM",509.34,-1.4532159204378434,-2.082236518137599,0.6290205976997556,15.309808425769036
P011064,E2022,"MANNION, NICCOLO",254.66,-5.2299684632118115,-2.8506037577499326,-2.379364705461879,16.265941087684272
P011078,E2022,"THOMPSON, DARIUS",916.23,0.913375383495918,2.0377239414726773,-1.1243485579767594,24.57010584824115
P011157,E2022,"MOTLEY, JOHNATHAN",837.98,4.490924353111902,4.07516964910039,0.41575470401151204,26.40661705596932
P011192,E2022,"SMITH, JALEEN",763.59,-3.2498933826065346,-2.5118516956076142,-0.7380416869989203,17.42595290144409
P011193,E2022,"BLATT, TAMIR",595.82,-8.513566751408492,-7.995794273366031,-0.5177724780424614,14.844181923713176
