pid,season,name,min,value,box,pm,pir40
P007866,E2018,"MITOGLOU, KONSTANTINOS",368.2,-0.6806739095958099,-0.33465593484054557,-0.34601797475526425,13.004866864925468
P007868,E2018,"KIDD, STANTON",654.15,-4.587794706727962,-3.846385944071734,-0.741408762656228,10.937981391179612
P007870,E2018,"DAVIES, BRANDON",824.11,5.60240717890245,5.466773536434464,0.1356336424679857,26.673100243648594
P007916,E2018,"CROCKER, TONY",666.14,-5.744992004952996,-5.714355918735984,-0.030636086217012304,10.192495713783519
P007947,E2018,"VILDOZA, LUCA",767.17,-1.307384298927311,-1.5811761616408289,0.2737918627135179,17.123376807498072
P007982,E2018,"WILLIAMS-GOSS, NIGEL",788.9300000000001,-4.026493549264606,-4.014322947204896,-0.012170602059709656,13.77935120443466
P007989,E2018,"COLE, NORRIS",400.58,-4.065620556338664,-4.055917563878363,-0.009702992460301707,21.672617096484284
P007990,E2018,"DIBARTOLOMEO, JOHN",300.37,0.6633718648672943,0.18908701674421258,0.4742848481230817,16.10729741528612
P007992,E2018,"JEFFERSON, CORY",63.33,-4.477468844414468,-2.930022232075373,-1.5474466123390953,13.034217021723526
P007994,E2018,"GARINO, PATRICIO",264.87,0.5534518500904444,1.3157759902290116,-0.7623241401385672,12.960448012053892
P008001,E2018,"GILL, ANTHONY",317.52,-0.5407252727553626,-2.0807475496545083,1.5400222768991456,17.649163312315828
P008002,E2018,"MCCALLUM, RAY",355.62,-2.6658293209734323,-3.6868853337381102,1.0210560127646782,16.87563905482223
P008004,E2018,"TARCZEWSKI, KALEB",432.83,5.6236124673136505,5.035458897120307,0.5881535701933436,19.00958779753037
P008032,E2018,"GONZALEZ, MIGUEL",5.8,-1.652421204835795,-1.7158386955786231,0.06341749074282832,15.962936353101167
P008072,E2018,"DIOP, KHALIFA",7.33,1.5861771036766923,1.908423833170386,-0.32224672949369376,18.716842133216282
P008152,E2018,"DOUGLAS, TONEY",552.25,-2.2476546646006783,-2.9806355493227574,0.7329808847220793,18.59544448625236
P008232,E2018,"POKUSEVSKI, ALEKSEJ",4.85,-0.5587256187668993,-0.6453436223708963,0.08661800360399699,16.489066916147863
P008348,E2018,"PAYNE, ADREIAN",27.32,2.130108059762827,2.0543659889002854,0.07574207086254148,16.09235521644756
P008796,E2018,"MAGETTE, JOSH",107.14,-8.91309125201343,-7.603514199842434,-1.3095770521709955,9.118850372492535
P008829,E2018,"PETERS, ALEC",585.08,1.271191072959722,1.7055344984984426,-0.43434342553872063,11.515266342847701
P008847,E2018,"MICKEY, JORDAN",611.47,3.181024399898858,1.9314144173836478,1.24960998251521,25.64954062175229
P008855,E2018,"WALKUP, THOMAS",573.17,1.2311088107608164,0.682983914057184,0.5481248967036324,13.917552276777194
P008856,E2018,"SABECKIS, DONATAS",1.21,-0.22736436356803136,-0.2233561264587057,-0.004008237109325664,17.082093332260683
P008857,E2018,"CLARK, EARL",798.42,-5.850490405411728,-5.5239443623757465,-0.3265460430359818,13.633800078090541
P008858,E2018,"ENNIS, TYLER",30.54,1.223018383474869,1.0693920428403472,0.15362634063452174,19.37244267012489
P008946,E2018,"EVANS, CHRISTOPHER",228.54,-0.6582012052082624,-1.3077469879744434,0.649545782766181,18.28964103658034
P008977,E2018,"AMAIZE, ROBIN",62.54,-1.1995347475577736,-1.374459674988069,0.1749249274302955,9.406168734822835
P008987,E2018,"LEDAY, ZACH",514.07,4.367941722950761,3.798102926412111,0.5698387965386492,23.920528060576324
P008989,E2018,"HILLIARD, DARRUN",699.29,-1.784372458563029,-1.758274758998769,-0.026097699564259946,13.923455399364563
P008991,E2018,"BLACK, TARIK",560.34,6.786444197054325,6.212877290687692,0.5735669063666329,24.36453745972999
P008995,E2018,"UKHOV, IVAN",71.58,0.5053396275076216,-0.00641107764664689,0.5117507051542685,15.438155182178015
P009003,E2018,"RAY, KENDRICK",186.59,-3.3430509071034624,-2.7503781981676285,-0.5926727089358338,13.290340438110553
P009004,E2018,"O'BRYANT, JOHNNY",703.54,-0.9209254936764725,-1.635587340315199,0.7146618466387266,16.836596393655704
P009005,E2018,"DECK, GABRIEL",455.96,0.35526911752524337,-0.4218969783934068,0.7771660959186502,15.196918242603969
P009006,E2018,"WILLIAMS, DERRICK",753.14,-1.2291051691682142,-1.9895439584311407,0.7604387892629264,21.343365293103247
P009022,E2018,"WALTON JR, DERRICK",215.51999999999998,-4.828888606198988,-4.64256908368539,-0.18631952251359774,17.903393338482832
P009030,E2018,"SESSIONS, RAMON",40.25,-5.279456930052804,-4.113299820658506,-1.1661571093942986,17.175605462802878
P009033,E2018,"ZUGIC, FEDOR",0.7,-0.15334593602289434,-0.1651916199197592,0.01184568389686486,17.16860641666438
P009035,E2018,"BOLOMBOY, JOEL",262.21,2.992881914809997,2.9231199913682437,0.06976192344175347,13.828659247834416
P009037,E2018,"GREEN, GARLON",162.42000000000002,-6.173835767715502,-6.486115994408997,0.31228022669349464,9.636760407583656
P009227,E2018,"KILPATRICK, SEAN",318.36,-2.552809355857779,-4.337355496298334,1.7845461404405545,13.119989162821742
P009298,E2018,"JONES, JALEN",129.71,-0.20520924424333065,-1.059475265188925,0.8542660209455943,16.23298361481043
P009449,E2018,"WEBER, BRIANTE",194.15,-1.1917702192801718,1.1447614022573962,-2.336531621537568,17.028314350359015
P009465,E2018,"WILLIAMS, DEVIN",66.36,2.032015954014181,2.299644034721732,-0.2676280807075512,15.201242282748877
P009472,E2018,"WILEY, JACOB",150.47,-4.029694937334502,-3.0901698760839094,-0.9395250612505921,17.123322817735072
P009473,E2018,"HARRISON, ANDREW",89.11,-1.6554173796511107,-0.721573640683066,-0.9338437389680447,15.699215621374352
PAAX,E2018,"REYES, FELIPE",204.1,2.946106331588769,2.5487106033505253,0.39739572823824354,20.811833824919773
PAMM,E2018,"PRINTEZIS, GEORGIOS",765.05,-0.06406946446331829,-0.08007649011020512,0.01600702564688683,19.523586689969484
PBFX,E2018,"MONIA, SERGEY",317.46999999999997,-0.6758279265106422,0.8221892138551727,-1.498017140365815,13.53122060545214
PBGV,E2018,"VIALTSEV, EGOR",224.11,-2.9030823958196037,-3.22789500988915,0.32481261406954637,8.789851180642694
PBMT,E2018,"FERNANDEZ, RUDY",635.11,2.5601399851006894,2.8594698000935006,-0.2993298149928112,19.981878448338485
PBOG,E2018,"KING, ALEX",39.760000000000005,-1.916811392738283,-1.9546487909918677,0.03783739825358459,13.515159317101483
PBWI,E2018,"JANKUNAS, PAULIUS",273.0,0.004245756225685127,0.5836993871043463,-0.5794536308786612,18.361605003104835
PCCD,E2018,"DATOME, LUIGI",718.63,3.5434885770650104,1.543729698197854,1.9997588788671563,16.135346452192202
PCPR,E2018,"SIMON, KRUNOSLAV",885.11,2.4342089533961175,2.830367972641052,-0.39615901924493424,19.2149898652517
PCVM,E2018,"RODRIGUEZ, SERGIO",764.95,-4.796949414363059,-4.593176644703356,-0.20377276965970248,16.6586261242362
PJLX,E2018,"KURBANOV, NIKITA",606.13,5.368356576982671,5.076238167388099,0.292118409594572,17.403139175729827
PJPF,E2018,"SAVAS, OGUZ",363.79,-1.189825253934528,-1.0313743164370406,-0.1584509374974873,15.284673378378368
PJUG,E2018,"RIBAS, PAU",454.67,-1.7140356392221046,-2.832992546746506,1.1189569075244012,12.996698336232539
PJUJ,E2018,"HUERTAS, MARCELINHO",661.59,-4.859596009127733,-4.351159793576577,-0.5084362155511561,17.55390520642091
PJUO,E2018,"SPANOULIS, VASSILIS",549.67,-4.996118818316051,-7.001497434905616,2.0053786165895646,16.514351387870924
PKIW,E2018,"CINCIARINI, ANDREA",155.19,-2.674495495866495,-1.338095314051756,-1.3364001818147386,12.104230832548703
PKLS,E2018,"GUBANOV, PETR",105.05,-1.5724668977673029,-2.208682705851196,0.6362158080838933,10.967464843492333
PKLT,E2018,"HEURTEL, THOMAS",738.09,-1.5397718844171369,-2.456513364477054,0.9167414800599171,20.533449469816013
PKPD,E2018,"MILAKNIS, ARTURAS",784.62,-3.8661650876009053,-4.083922349990282,0.21775726238937698,10.138679507763904
PKVZ,E2018,"SHVED, ALEXEY",411.87,-4.654048269136872,-2.882194187712743,-1.771854081424129,27.055460695407238
PLEM,E2018,"RADOSEVIC, LEON",446.36,-2.710431598239855,-3.033686927384909,0.32325532914505456,13.194374892301967
PLEV,E2018,"RABASEDA, XAVIER",556.23,-3.7962658005005006,-2.76094750506809,-1.0353182954324107,12.813919915514536
PLHI,E2018,"VORONTSEVICH, ANDREY",191.17,-2.0965476406357606,-2.8817123988284425,0.7851647581926817,11.432766652327178
PLHK,E2018,"PLEISS, TIBOR",511.93,6.259213064702469,6.078291238006099,0.1809218266963697,25.703722102459597
PLME,E2018,"MARKOVIC, STEFAN",620.48,-1.8515050847378944,-2.01296269867707,0.16145761393917551,14.002996150008471
PLXL,E2018,"VENE, SIIM-SANDER",270.58,-1.2435256166935444,-0.38500529243267734,-0.8585203242608671,14.595711226072922
PTFX,E2018,"VOUGIOUKAS, IAN",214.41,2.7556112479481447,2.644587438421731,0.11102380952641377,19.366046455768277
PTGB,E2018,"LLULL, SERGIO",577.28,-2.3676996707565623,-4.252944953056236,1.8852452822996735,17.376681233992002
P000007,E2019,"DEDOVIC, NIHAD",321.69,-3.5938754957508667,-5.861024527588876,2.2671490318380094,13.4906653374709
P000046,E2019,"STRELNIEKS, JANIS",337.0,2.1901340903655537,2.1226209982265924,0.06751309213896128,20.249150265808016
P000229,E2019,"JACKSON, EDWIN",343.57,-11.213375853760219,-12.691877511888938,1.4785016581287196,9.218113637437392
P000436,E2019,"BERTANS, DAIRIS",353.96,-2.8205124037494866,-3.324369284952195,0.5038568812027084,9.623928685695004
P000464,E2019,"PAPPAS, NIKOS",119.5,-2.1758585238975328,-2.194313368091481,0.01845484419394812,14.25457251097086
P000518,E2019,"SAN EMETERIO, FERNANDO",427.15999999999997,0.5491125096450422,0.21008089361435767,0.3390316160306845,18.75878038196772
P000529,E2019,"MICOV, VLADIMIR",713.36,0.2590736587434682,-0.6450340890966131,0.9041077478400813,17.469360020357655
P000556,E2019,"CLAVER, VICTOR",361.3,2.539112763223443,2.568866129614921,-0.029753366391477937,15.453888285623464
P000726,E2019,"MORASCHINI, RICCARDO",259.76,-0.04675811661822307,0.044299750024077794,-0.09105786664230087,14.478759912603135
P000796,E2019,"MIROTIC, NIKOLA",778.46,6.134142580699623,5.581930084541368,0.5522124961582549,30.609109881107965
P000848,E2019,"NEDOVIC, NEMANJA",279.9,-4.585545208817207,-4.890160166275674,0.304614957458467,15.606419231792852
P000925,E2019,"VESELY, JAN",455.85,0.5245189742143634,2.9605914876870005,-2.436072513472637,18.798018649200507
P000981,E2019,"CANDAN, BERKAY",1.93,0.025117426521665234,-0.022858088970702805,0.04797551549236804,16.961431042461527
P001133,E2019,"SHENGELIA, TORNIKE",855.51,2.0936774867138355,0.7009496311841733,1.392727855529662,23.535995087605677
P001255,E2019,"PAPANIKOLAOU, KOSTAS",622.7,0.9608660193975375,0.716776124911069,0.24408989448646845,15.897161569334582
P001288,E2019,"LUCIC, VLADIMIR",724.9,-1.6737020871582176,1.0639626317973914,-2.737664718955609,20.328377580504426
P001324,E2019,"MUHAMMED, ALI",321.55,-4.061234539381033,-3.0581450102455334,-1.003089529135499,14.444024827797659
P001389,E2019,"VORONOV, EVGENY",315.03,-7.807056174621223,-7.347295100902577,-0.4597610737186454,7.924435983321938
P001392,E2019,"CAUSEUR, FABIEN",408.33,-0.03459197323319202,-0.0036437649315751997,-0.03094820830161682,17.722500474412495
P001557,E2019,"GIFFEY, NIELS",529.2,0.3776732939106162,0.9327867042710616,-0.5551134103604454,16.288745496119045
P001792,E2019,"ZAYTSEV, VYACHESLAV",232.34,1.9589258788434836,2.760576175643346,-0.8016502967998625,14.590114539802922
P001833,E2019,"MOERMAN, ADRIEN",170.12,3.451604170438154,1.9421253479716443,1.5094788224665097,17.95083172722532
P001844,E2019,"HACKETT, DANIEL",459.29,2.6483370353608002,1.17769886103938,1.4706381743214205,16.96593657343794
P001926,E2019,"SLOUKAS, KOSTAS",724.32,-0.8088547661493802,-1.1066117762857024,0.29775701013632216,20.92497897195034
P001932,E2019,"CALATHES, NICK",902.37,0.15143284360498344,0.9714756627529382,-0.8200428191479547,21.597692135796265
P001954,E2019,"VALIEV, EVGENY",6.48,-0.4654667108272463,-0.21570615954313305,-0.24976055128411323,16.6123090360453
P001960,E2019,"CARROLL, JAYCEE",294.90999999999997,-2.229435183014316,-3.198484939541925,0.9690497565276086,14.506795639913154
P002008,E2019,"KUZMINSKAS, MINDAUGAS",74.77,-0.9913421940692403,-0.7066618990973431,-0.2846802949718972,16.071858248887704
P002084,E2019,"POLONARA, ACHILLE",335.08,-0.32797216732325074,-0.5020746115873136,0.17410244426406285,14.362596915873183
P002100,E2019,"DE COLO, NANDO",687.6,-4.19896297355536,-3.628244648844757,-0.570718324710603,22.357641780292155
P002328,E2019,"GRIGONIS, MARIUS",257.55,-3.695710707507258,-1.3805637228026237,-2.3151469847046346,17.141319161398695
P002329,E2019,"ULANOVAS, EDGARAS",725.12,-1.297200488674537,-2.3961408592966023,1.0989403706220653,15.281266562631014
P002361,E2019,"VIVES, GUILLEM",406.53000000000003,-8.08544717441524,-6.6489653866116125,-1.4364817878036265,10.283455404730429
P002429,E2019,"RIVERS, KC",386.68,2.3684782588578086,-0.4747551927143025,2.843233451572111,13.497326099609811
P002507,E2019,"TOMIC, ANTE",462.36,3.153833959794083,2.5881902560188594,0.5656437037752238,17.940249424137747
P002536,E2019,"JEAN-CHARLES, LIVIO",569.95,-0.9226724602678193,-2.1153237091603083,1.192651248892489,16.969742019789688
P002543,E2019,"WESTERMANN, LEO",263.49,1.3782785575983996,1.2953587402799185,0.08291981731848108,13.00965271715344
P002580,E2019,"MICIC, VASILIJE",735.9300000000001,-2.063608779949254,-2.604646743676884,0.5410379637276301,20.49080505085127
P002742,E2019,"DUBLJEVIC, BOJAN",612.59,3.5737488134971276,4.315597152729891,-0.7418483392327639,28.752689016346146
P002763,E2019,"DOORNEKAMP, AARON",454.57,2.312498312881396,1.6349465838167694,0.6775517290646268,13.071169854406307
P002812,E2019,"HINES, KYLE",654.5,3.504671930309545,3.2248652962615867,0.27980663404795847,19.150269935265875
P002829,E2019,"NELSON, DEMARCUS",218.12,-5.136529578341334,-5.497067709435124,0.36053813109378985,9.206835993204148
P002925,E2019,"TUNCER, BUGRAHAN",60.53,2.5814529487258833,1.900178320013537,0.6812746287123461,17.497531091746737
P002936,E2019,"SASTRE, JOAN",163.99,-0.22900299965097726,1.6656091352538813,-1.8946121349048586,16.70093058887876
P002968,E2019,"SANLI, SERTAC",244.93,3.9937389469407902,2.812122840106757,1.181616106834033,20.20374761881571
P002969,E2019,"MAHMUTOGLU, MELIH",362.92,-0.5860345700845653,-1.5372383380329688,0.9512037679484036,9.869693826488602
P002972,E2019,"ROCHESTIE, TAYLOR",299.4,-3.333984812716797,-3.164963810869971,-0.1690210018468263,14.844463360435913
P002980,E2019,"GIST, JAMES",504.5,-0.2765448123999852,-0.915210675149242,0.6386658627492569,13.91046925749893
P003048,E2019,"DUNSTON, BRYANT",231.55,4.0946315552821115,5.5659136230334685,-1.4712820677513572,21.622315385788276
P003120,E2019,"GUDAITIS, ARTURAS",320.06,5.275993417241769,4.560801621368769,0.7151917958729991,22.970239170971062
P003151,E2019,"ERIKSSON, MARCUS",542.06,-1.346123142286998,-0.9518468002526342,-0.3942763420343637,17.395381531567303
P003210,E2019,"LEKAVICIUS, LUKAS",535.96,-1.6265048936635638,-1.6602227117914423,0.03371781812787844,20.07811602326892
P003242,E2019,"OGBE, KENNETH",155.11,-3.122441808818062,-2.2291335316820953,-0.8933082771359668,12.264821708902447
P003264,E2019,"JOVANOVIC, NIKOLA",41.71,1.5108271506936524,1.4131727433813965,0.09765440731225583,13.893717212321665
P003367,E2019,"RICE, TYRESE",489.46,-5.088332422986846,-5.55471309435292,0.46638067136607364,19.286938326872225
P003370,E2019,"PUSHKOV, ANTON",110.13,-4.534212606146262,-5.444216986320407,0.9100043801741446,10.131245734345898
P003413,E2019,"JACKSON, AARON",210.56,-4.746856486088226,-3.2017874469286394,-1.5450690391595865,10.461355828690442
P003417,E2019,"LUCAS, KALIN",38.910000000000004,-3.2675995393633412,-3.378407932395615,0.11080839303227402,14.46172821364987
P003425,E2019,"ALBICY, ANDREW",579.4,-4.385244945628555,-4.016122387341981,-0.3691225582865745,15.026315375563886
P003469,E2019,"VEZENKOV, SASHA",354.71,3.8813687553679177,4.064829283625104,-0.18346052825718684,19.636424679813736
P003478,E2019,"ABRINES, ALEX",370.47,4.18889270068231,3.17754021553575,1.011352485146559,14.047396573975181
P003479,E2019,"KUZMIC, OGNJEN",245.7,3.2899474575549297,4.0249175958000425,-0.7349701382451126,16.918943205548466
P003490,E2019,"BARTHEL, DANILO",657.47,-0.882730099751246,-1.6287735664644623,0.7460434667132163,15.11462984165459
P003501,E2019,"RADOSAVLJEVIC, BOGDAN",5.800000000000001,-0.9618106338756612,-0.8770930544358464,-0.08471757943981481,16.719080020397953
P003514,E2019,"DRAGIC, ZORAN",86.91,0.16302756380142114,-1.3488430374804334,1.5118706012818546,15.669994468771621
P003521,E2019,"BALBAY, DOGUS",198.36,0.2675145386570956,1.8613574488857512,-1.5938429102286555,12.76604996031004
P003526,E2019,"LIGHTY, DAVID",617.12,-1.2768062475375719,-1.962911189021074,0.6861049414835022,16.690203405508285
P003540,E2019,"DIOP, ILIMANE",286.49,0.31589099171190993,-0.6256798636609755,0.9415708553728854,14.719342456876255
P003573,E2019,"ZUBKOV, ANDREY",189.37,-5.028942148128034,-5.410523489363345,0.38158134123531084,12.195039797346316
P003733,E2019,"ABALDE, ALBERTO",499.27,-0.4469078138469357,-0.23170571022521536,-0.2152021036217203,16.568289195451307
P003842,E2019,"LESSORT, MATHIAS",248.38,0.6407564315478251,0.2598631229231698,0.3808933086246553,15.52580132659195
P003941,E2019,"MILUTINOV, NIKOLA",592.81,7.42820454533164,9.907774263855844,-2.4795697185242034,29.11170258246576
P003958,E2019,"THIEMANN, JOHANNES",226.7,4.919601314014426,4.975923346125377,-0.05632203211095077,19.12726864449986
P004007,E2019,"DOBRIC, OGNJEN",322.53,-0.6368373675136811,0.017964930648380062,-0.6548022981620611,15.07319874602538
P004117,E2019,"BROOKS, JEFF",392.07,2.353288398878866,3.199754082248576,-0.8464656833697097,14.975265035783739
P004165,E2019,"JANNING, MATT",634.22,-6.344904461965738,-8.38675128730951,2.041846825343772,8.238509801092457
P004172,E2019,"PONITKA, MATEUSZ",438.15999999999997,0.7719063600429102,-0.26587653748780704,1.0377828975307173,19.564587977846926
P004178,E2019,"KOPONEN, PETTERI",410.91,-3.0240258622962286,-1.3677446822175359,-1.6562811800786927,12.54404624328767
P004194,E2019,"LAUVERGNE, JOFFREY",265.49,0.7313978029861832,1.3274348271557534,-0.5960370241695703,18.520010578013363
P004218,E2019,"CHARALAMPOPOULOS, VASILIS",12.99,0.7890706506007129,0.7108995960297613,0.0781710545709516,17.77926069703605
P004251,E2019,"THOMAS, MALCOLM",178.93,5.099761453912523,3.4129727607549425,1.68678869315758,14.515751859456149
P004302,E2019,"KARASEV, SERGEY",272.24,-1.8585870897074723,-1.1899146843801665,-0.6686724053273059,11.521810300231312
P004331,E2019,"DELANEY, MALCOLM",584.15,0.6642907736215804,1.0026093917775751,-0.3383186181559948,19.19005870957846
P004397,E2019,"JAGODIC-KURIDZA, MARKO",140.41,-2.3036988405471313,-3.430009464741877,1.1263106241947456,12.848378462452077
P004425,E2019,"BROWN, DERRICK",86.39,1.589845773769142,1.5415198778896138,0.04832589587952829,16.142918966457987
P004571,E2019,"SISKO, ZAN",106.5,-1.7252704554698741,-0.6010680589414761,-1.124202396528398,15.539364000765634
P004655,E2019,"BAKO, ISMAEL",264.02,0.7709844364687318,1.4217848489783451,-0.6508004125096133,17.495958096143355
P004761,E2019,"MARINKOVIC, VANJA",400.97,-6.970216874948468,-6.639978439289017,-0.3302384356594513,11.834797824536604
P004810,E2019,"KRAMER, CHRIS",307.23,-2.5003223987077883,-1.8606667595151134,-0.6396556391926748,12.594550171053466
P004834,E2019,"PUSTOVYI, ARTEM",3.73,-1.4425148136619694,-1.2165275664153545,-0.22598724724661495,16.28148718941582
P004863,E2019,"JOVIC, STEFAN",534.12,1.793464154046744,3.0684530310575235,-1.2749888770107796,17.17163733387703
P004866,E2019,"KALINIC, NIKOLA",593.5600000000001,-4.603950801296644,-4.033913258110951,-0.5700375431856928,11.720512524018257
P004884,E2019,"LABEYRIE, LOUIS",546.08,4.274199904697807,3.1246209181092968,1.1495789865885098,17.163321362924254
P004888,E2019,"CLYBURN, WILL",77.14,2.203341811517677,0.9889500700286173,1.2143917414890595,21.27627111978155
P004941,E2019,"ANTONOV, SEMEN",166.24,-2.576899768895481,-4.399422678408507,1.8225229095130255,11.752098355461627
P004945,E2019,"PAUL, BRANDON",529.1,0.6176876233862458,2.0443136596726776,-1.4266260362864318,16.799997879761726
P004974,E2019,"ROLL, MICHAEL",614.48,-2.166319638957895,-0.8663715903668872,-1.2999480485910082,13.280817750193293
P005014,E2019,"JENKINS, CHARLES",427.65,-2.5505130062540013,-3.429961010008605,0.879448003754604,9.26538172303251
P005056,E2019,"ZIPSER, PAUL",616.9,-1.661559600099909,-0.4525991222507059,-1.2089604778492031,15.133043194529368
P005094,E2019,"THOMAS, DESHAUN",837.91,-2.2375517464975,-0.590468378087669,-1.647083368409831,18.13487292614228
P005099,E2019,"HANGA, ADAM",567.17,-0.18840547599177032,-0.48698861617710654,0.2985831401853362,15.841357774117697
P005145,E2019,"COHEN, JAKE",320.43,1.5180282821133775,1.4188928555368183,0.09913542657655916,15.909613172604484
P005154,E2019,"IVERSON, COLTON",421.08,3.520377147409104,3.243996441654264,0.27638070575484,19.975586601209226
P005160,E2019,"HUNTER, OTHELLO",633.13,6.628618931274247,5.853888389560613,0.7747305417136348,23.25491886317311
P005161,E2019,"PAPAPETROU, IOANNIS",751.51,0.48912858622860456,2.2078034100644452,-1.7186748238358407,16.216930706812725
P005196,E2019,"MEJRI, SALAH",29.29,1.581413805215023,1.5811956669047547,0.00021813831026837316,16.465918989543688
P005199,E2019,"ABROMAITIS, TIM",490.28000000000003,4.308712158999752,5.403843344381275,-1.0951311853815229,19.46343881913347
P005247,E2019,"TAYLOR, JORDAN",528.96,-3.6562001026229547,-4.352244974108832,0.6960448714858769,14.32345247099673
P005255,E2019,"KONIARIS, ANTONIOS",322.97,-1.8094078655788597,-1.5432084067194811,-0.26619945885937857,10.139912206913264
P005458,E2019,"GARCIA, SERGI",106.45,-5.751623747974401,-5.762456130715102,0.010832382740701446,9.14932751832455
P005553,E2019,"LOMAZS, RIHARDS",354.68,-4.728279556661867,-3.4634117100000736,-1.2648678466617942,11.456142047501768
P005618,E2019,"SIMANIC, BORISA",253.52,-1.494079608109011,-1.0559146369241246,-0.4381649711848865,12.131926527942136
P005670,E2019,"FLACCADORI, DIEGO",184.98,-9.969910650546069,-9.002066243887958,-0.9678444066581109,8.031716843842036
P005686,E2019,"GECIM, TOLGA",37.42,-7.798209883164858,-7.255411947595225,-0.5427979355696325,11.416669088619585
P005692,E2019,"BURNS, CHRISTIAN",20.84,-3.625156473477252,-3.7204759473913285,0.09531947391407625,11.659042255528826
P005718,E2019,"TIMMA, JANIS",627.84,-3.3030076776621975,-3.4099541310748624,0.10694645341266507,12.982082141896713
P005757,E2019,"RANDOLPH, ANTHONY",455.3,6.413622669840408,5.8026413721892816,0.6109812976511264,23.714890448690987
P005771,E2019,"CALOIARO, ANGELO",376.86,1.282030647452098,1.3880806196744424,-0.10604997222234447,14.278569530172597
P005775,E2019,"BARON, BILLY",638.6800000000001,-0.04391428806297015,-0.9092160775639122,0.865301789500942,17.77343188682258
P005789,E2019,"KURIC, KYLE",522.99,0.28634523113509047,-0.1417377176799508,0.4280829488150413,18.248894309953776
P005791,E2019,"TAVARES, WALTER",642.08,9.27569611955833,7.864670162672677,1.4110259568856527,24.268109457414432
P005836,E2019,"THOMPKINS, TREY",398.34,6.1323598096476015,4.9049011794672275,1.227458630180374,21.689767359951247
P005844,E2019,"PAPAGIANNIS, GEORGIOS",475.67,4.09952742830561,3.7639600801527284,0.33556734815288125,19.401529810756337
P005856,E2019,"THOMAS, WILL",755.06,-0.11462016061314717,1.0599780838520316,-1.1745982444651788,18.53539946454998
P005859,E2019,"BUYCKS, DWIGHT",44.18000000000001,0.5115551281174425,0.517966385755668,-0.006411257638225476,15.875146803704421
P005884,E2019,"DELLA VALLE, AMEDEO",252.93,0.7427054292972208,2.0291767497674758,-1.286471320470255,18.952423047511132
P005909,E2019,"DESIATNIKOV, ANDREI",8.049999999999999,1.0853350059529165,1.25410740701562,-0.1687724010627033,16.7411260171967
P005917,E2019,"ORIOLA, PIERRE",409.96000000000004,1.5849866738880234,2.009038776582163,-0.4240521026941395,13.116477108318502
P005927,E2019,"AYON, GUSTAVO",559.43,3.5657458202681678,3.9810641892296483,-0.41531836896148033,25.186719843134377
P005928,E2019,"CAMPAZZO, FACUNDO",668.07,0.705595949722857,0.07404562981916815,0.6315503199036888,24.69680975192118
P005938,E2019,"ANDERSON, JAMES",399.21,2.0283903834194708,1.905985895848,0.12240448757147088,15.001459638545109
P005945,E2019,"RENFROE, ALEX",410.26,-4.211846758805784,-2.877999970679602,-1.3338467881261815,15.538899122326077
P005985,E2019,"JAMES, MIKE",803.81,-0.3438938791224525,-1.0309503025672648,0.6870564234448123,27.759018672240963
P006058,E2019,"CHERRY, WILL",273.46,-3.3642831726238622,-1.5288198273586573,-1.8354633452652052,10.62731930101779
P006068,E2019,"NOUA, AMINE",352.47,-3.784590656657055,-2.1928966188577004,-1.5916940377993547,10.981675395403238
P006135,E2019,"LOPATIN, ANDREI",0.22,0.1782897080249807,0.1717139612099938,0.0065757468149869065,17.25083482496611
P006158,E2019,"LUKOSIUNAS, KAROLIS",16.369999999999997,0.9560997153370421,0.3703943341734499,0.5857053811635922,16.57539457040563
P006251,E2019,"SCHNEIDER, TIM",188.51999999999998,-3.5506211249336364,-2.7858630225309655,-0.764758102402671,10.012750125322693
P006399,E2019,"DUVERIOGLU, AHMET",164.03,2.5857962758577626,3.584894234614821,-0.9990979587570585,15.486416945642937
P006435,E2019,"LAPROVITTOLA, NICOLAS",312.1,-3.2129664661446977,-4.540716801706499,1.3277503355618014,16.52239423964597
P006436,E2019,"GIEDRAITIS, ROKAS",673.33,1.478145688093795,2.5658518711122764,-1.0877061830184813,21.21846904446756
P006450,E2019,"HIGGINS, CORY",611.64,-2.840868137803737,-3.998993035212313,1.1581248974085765,17.549433233317554
P006477,E2019,"RUBIT, AUGUSTINE",396.53,2.94458874874585,2.8309299648964807,0.11365878384936945,18.788147073002847
P006505,E2019,"WHITE, AARON",150.65,-3.050467257764063,-3.0877365767403924,0.03726931897632946,11.525548239210469
P006533,E2019,"COLOM, QUINO",480.25,-4.447249254044466,-5.091450274305478,0.644201020261012,19.248390635343565
P006546,E2019,"TAYLOR, JEFFERY",448.09000000000003,-3.5147519327827643,-1.9185433842538326,-1.5962085485289317,9.941576504147317
P006555,E2019,"WOLTERS, NATE",288.78999999999996,-0.23624785763011946,-1.7217209877271884,1.485473130097069,15.0437991361869
P006568,E2019,"FALL, YOUSSOUPHA",378.51,6.757874936586878,6.544441921376658,0.2134330152102213,20.582388385108157
P006589,E2019,"SIKMA, LUKE",721.71,7.648673057884047,7.840825942937707,-0.19215288505366002,24.691045096394227
P006590,E2019,"BEAUBOIS, RODRIGUE",548.94,0.7533334071848075,-1.9333662508463794,2.686699658031187,15.361787940577099
P006599,E2019,"MOTUM, BROCK",260.8,-1.6174289670755702,-1.1533720082395993,-0.46405695883597087,16.543455283143302
