league,season,mid,date,team,opp,is_home,gf,np_raw,np_comp,pen,ns,red_xg,comp_np_scaled,sf,xg_model,ns_eff,xgps
SerieA,2425,4535406,2024-12-01,8543,10167,0,1,2.599174234084785,1.5258121950551868,0,23,0.0,2.2705330424966115,1.4880815934325975,2.2705330424966115,23.0,0.09871882793463528
SerieA,2425,4535406,2024-12-01,10167,8543,1,3,1.4845143593847752,0.6629773564636707,0,12,0.0,0.9865644010161904,1.4880815934325975,0.9865644010161904,12.0,0.08221370008468253
SerieA,2425,4535408,2024-12-01,9875,9804,0,1,1.411931598559022,1.2794037532061338,0,16,0.0,1.9038571757146292,1.4880815934325975,1.9038571757146292,16.0,0.11899107348216433
SerieA,2425,4535408,2024-12-01,9804,9875,1,0,0.2579454146325588,0.2579454146325588,0,5,0.0,0.3838438236250502,1.4880815934325975,0.3838438236250502,5.0,0.07676876472501004
SerieA,2425,4535409,2024-12-01,10233,8600,0,2,1.6388520523905754,0.8050980627536773,0,14,0.7553,1.1980516080919896,1.4880815934325975,1.9533516080919897,21.552999999999997,0.09063014931062914
SerieA,2425,4535409,2024-12-01,8600,10233,1,0,0.166547279804945,0.166547279804945,0,4,-0.37765,0.2478359415140072,1.4880815934325975,-0.12981405848599278,7.7764999999999995,-0.016693121389570218
SerieA,2425,4535407,2024-12-02,8524,8686,0,2,1.3043322106823325,0.983872695825994,0,18,0.0,1.4640828489395705,1.4880815934325975,1.4640828489395705,18.0,0.08133793605219836
SerieA,2425,4535407,2024-12-02,8686,8524,1,0,0.4245419856160879,0.2711738031357527,0,5,0.0,0.40352874506742836,1.4880815934325975,0.40352874506742836,5.0,0.08070574901348568
SerieA,2425,4535532,2024-12-06,8564,8524,0,1,0.7209993023425341,0.4196223635226488,0,6,0.0,0.624432315350736,1.4880815934325975,0.624432315350736,6.0,0.10407205255845599
SerieA,2425,4535532,2024-12-06,8524,8564,1,2,2.1090278504416347,1.353327759169042,0,17,0.0,2.0138621283008344,1.4880815934325975,2.0138621283008344,17.0,0.1184624781353432
